stemming,sampling,features,algorithms,accuracy,precision,recall,f1,auc_roc
simple,default,tfidf_pos_liwc,Naive Bayes,0.940013633265167,0.571830985915493,0.5037220843672456,0.5356200527704486,0.9554164897759031
simple,default,tfidf_pos_liwc,Decision Tree,0.9471710974778459,0.8907563025210085,0.2630272952853598,0.4061302681992337,0.692553106958561
simple,default,tfidf_pos_liwc,Random Forest,0.9393319700068167,1.0,0.11662531017369727,0.20888888888888887,0.9427854676386388
simple,under,tfidf,Logistic Regression,0.9757738896366084,0.9862258953168044,0.9649595687331537,0.9754768392370572,0.9981342202127351
simple,under,tfidf,K-Nearest Neighbors,0.5195154777927322,1.0,0.03773584905660377,0.07272727272727272,0.9781069762049678
simple,under,tfidf,Support Vector Machine,0.8855989232839838,0.8191964285714286,0.9892183288409704,0.8962148962148963,0.9829471350317364
simple,under,tfidf,Naive Bayes,0.9744279946164199,0.9861878453038674,0.9622641509433962,0.9740791268758526,0.9982066776802017
simple,under,tfidf,Decision Tree,0.7079407806191117,0.9873417721518988,0.42048517520215634,0.5897920604914934,0.7604193838216966
simple,under,tfidf,Random Forest,0.8977119784656796,0.9966329966329966,0.7978436657681941,0.8862275449101796,0.9883923137118511
simple,under,tfidf_pos,Logistic Regression,0.9757738896366084,0.9862258953168044,0.9649595687331537,0.9754768392370572,0.998177694693215
simple,under,tfidf_pos,K-Nearest Neighbors,0.5612382234185733,1.0,0.12129380053908356,0.21634615384615385,0.9780852389647277
simple,under,tfidf_pos,Support Vector Machine,0.917900403768506,0.8780487804878049,0.9703504043126685,0.9218950064020488,0.9841861577254152
simple,under,tfidf_pos,Naive Bayes,0.971736204576043,0.9915730337078652,0.9514824797843666,0.9711141678129298,0.9980472712517753
simple,under,tfidf_pos,Decision Tree,0.6756393001345895,0.6076158940397351,0.9892183288409704,0.7528205128205129,0.7297191548560995
simple,under,tfidf_pos,Random Forest,0.9111709286675639,0.9935275080906149,0.8274932614555256,0.9029411764705882,0.9891205112598905
simple,under,tfidf_pos_liwc,Logistic Regression,0.9730820995962315,0.9943661971830986,0.9514824797843666,0.9724517906336088,0.9980364026316553
simple,under,tfidf_pos_liwc,K-Nearest Neighbors,0.8317631224764468,0.875,0.7735849056603774,0.821173104434907,0.914000231863896
simple,under,tfidf_pos_liwc,Support Vector Machine,0.4253028263795424,0.45894428152492667,0.8436657681940701,0.5944919278252612,0.47669767846274236
simple,under,tfidf_pos_liwc,Naive Bayes,0.8613728129205922,0.932258064516129,0.7789757412398922,0.8487518355359766,0.9520331565371126
simple,under,tfidf_pos_liwc,Decision Tree,0.6419919246298789,0.5824175824175825,1.0,0.736111111111111,0.7249695678636641
simple,under,tfidf_pos_liwc,Random Forest,0.8963660834454913,0.99,0.8005390835579514,0.8852459016393442,0.9891350027533838
